,Turbine_ID_x,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg,Hyd_Oil_Temp_Avg,Gear_Oil_Temp_Avg,Gear_Bear_Temp_Avg,Nac_Temp_Avg,Rtr_RPM_Max,Rtr_RPM_Min,Rtr_RPM_Avg,Amb_WindSpeed_Max,Amb_WindSpeed_Min,Amb_WindSpeed_Avg,Amb_WindSpeed_Std,Amb_WindDir_Relative_Avg,Amb_WindDir_Abs_Avg,Amb_Temp_Avg,Prod_LatestAvg_ActPwrGen0,Prod_LatestAvg_ActPwrGen1,Prod_LatestAvg_ActPwrGen2,Prod_LatestAvg_TotActPwr,Prod_LatestAvg_ReactPwrGen0,Prod_LatestAvg_ReactPwrGen1,Prod_LatestAvg_ReactPwrGen2,Prod_LatestAvg_TotReactPwr,HVTrafo_Phase1_Temp_Avg,HVTrafo_Phase2_Temp_Avg,HVTrafo_Phase3_Temp_Avg,Grd_InverterPhase1_Temp_Avg,Cont_Top_Temp_Avg,Cont_Hub_Temp_Avg,Cont_VCP_Temp_Avg,Gen_SlipRing_Temp_Avg,Spin_Temp_Avg,Blds_PitchAngle_Min,Blds_PitchAngle_Max,Blds_PitchAngle_Avg,Blds_PitchAngle_Std,Cont_VCP_ChokcoilTemp_Avg,Grd_RtrInvPhase1_Temp_Avg,Grd_RtrInvPhase2_Temp_Avg,Grd_RtrInvPhase3_Temp_Avg,Cont_VCP_WtrTemp_Avg,Grd_Prod_Pwr_Avg,Grd_Prod_CosPhi_Avg,Grd_Prod_Freq_Avg,Grd_Prod_VoltPhse1_Avg,Grd_Prod_VoltPhse2_Avg,Grd_Prod_VoltPhse3_Avg,Grd_Prod_CurPhse1_Avg,Grd_Prod_CurPhse2_Avg,Grd_Prod_CurPhse3_Avg,Grd_Prod_Pwr_Max,Grd_Prod_Pwr_Min,Grd_Busbar_Temp_Avg,Rtr_RPM_Std,Amb_WindSpeed_Est_Avg,Grd_Prod_Pwr_Std,Grd_Prod_ReactPwr_Avg,Grd_Prod_ReactPwr_Max,Grd_Prod_ReactPwr_Min,Grd_Prod_ReactPwr_Std,Grd_Prod_PsblePwr_Avg,Grd_Prod_PsblePwr_Max,Grd_Prod_PsblePwr_Min,Grd_Prod_PsblePwr_Std,Grd_Prod_PsbleInd_Avg,Grd_Prod_PsbleInd_Max,Grd_Prod_PsbleInd_Min,Grd_Prod_PsbleInd_Std,Grd_Prod_PsbleCap_Avg,Grd_Prod_PsbleCap_Max,Grd_Prod_PsbleCap_Min,Grd_Prod_PsbleCap_Std,Gen_Bear2_Temp_Avg,Nac_Direction_Avg,RPM_Diff,Power_Diff,Turbine_ID_y,Component,Remarks
1221,T06,2017-11-16 09:00:00+00:00,1258.0,14.8,351.4,522.5,39.0,52.0,53.0,53.0,28.0,42.0,46.0,28.0,11.1,0.0,2.9,5.3,1.5,3.7,0.5,5.7,75.5,14.0,-728.0,802.0,0.0,74.0,-776.0,-138.0,0.0,-914.0,41.0,44.0,40.0,39.0,36.0,23.0,35.0,24.0,17.0,0.0,86.1,60.5,35.9,95.0,40.0,38.0,38.0,39.0,0.3,0.6000000000000001,50.0,401.5,399.9,400.3,19.5,24.0,21.7,42.2,-27.2,33.0,4.8,3.7,12.9,-5.2,146.8,-190.3,42.0,53.2,116.9,0.0,28.1,-22.6,0.0,-210.1,48.4,22.6,210.1,0.0,48.4,35.0,69.9,897.3000000000001,22.099999999999998,,,
1222,T06,2017-11-21 06:50:00+00:00,1255.2,1239.7,1248.6,2.3,39.0,49.0,51.0,51.0,30.0,45.0,48.0,28.0,11.1,11.0,11.1,5.5,2.5,3.8,0.3,2.6,95.8,16.0,0.0,7044.0,0.0,7044.0,0.0,-16558.0,0.0,-16558.0,46.0,49.0,47.0,38.0,34.0,24.0,36.0,26.0,17.0,-0.4,0.5,0.0,0.3,86.0,39.0,37.0,37.0,37.0,42.2,0.4,50.0,398.2,396.5,396.6,95.8,100.7,81.5,76.5,13.5,32.0,0.0,3.8,16.0,-99.4,-37.9,-140.0,16.5,42.1,77.3,12.5,16.0,-206.1,-61.3,-378.7,78.5,206.1,378.7,61.3,78.5,37.0,93.1,37.59999999999991,13.099999999999994,,,
1223,T06,2017-11-21 07:00:00+00:00,1255.8,166.9,1206.7,193.0,38.0,50.0,52.0,52.0,30.0,44.0,48.0,28.0,11.1,1.7000000000000002,10.7,4.6,1.2,3.4,0.4,5.7,100.5,17.0,-489.0,1884.0,0.0,1395.0,-577.0,-7468.0,0.0,-8045.0,46.0,49.0,46.0,39.0,35.0,24.0,35.0,26.0,17.0,0.1,58.0,2.6,8.6,88.0,40.0,38.0,38.0,39.0,8.2,0.4,50.0,397.9,396.3,396.5,47.2,49.1,38.2,33.3,-27.9,33.0,1.6,3.4,15.5,-48.0,0.1,-119.0,35.5,14.8,34.7,0.0,10.1,-57.2,0.0,-166.9,52.4,57.2,166.9,0.0,52.4,37.0,94.9,41.899999999999864,34.0,,,
1224,T06,2017-11-21 07:10:00+00:00,299.9,179.5,265.9,13.9,38.0,49.0,50.0,50.0,30.0,44.0,46.0,28.0,2.6,1.6,2.3,4.6,1.7000000000000002,3.2,0.4,2.0,108.2,16.0,-1610.0,0.0,0.0,-1610.0,-2068.0,0.0,0.0,-2068.0,46.0,49.0,46.0,35.0,35.0,24.0,35.0,25.0,17.0,24.0,26.7,24.0,0.1,84.0,35.0,33.0,33.0,34.0,-9.6,0.6000000000000001,50.0,396.8,395.2,395.6,11.1,14.7,14.2,-8.5,-28.5,32.0,0.1,3.2,2.6,-12.4,-11.0,-25.3,3.0,22.0,76.7,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,106.2,940.8000000000001,17.799999999999997,,,
1225,T06,2017-11-21 14:50:00+00:00,1455.6,178.6,1155.4,263.8,53.0,60.0,62.0,62.0,33.0,46.0,50.0,31.0,12.9,1.5,10.2,8.7,0.7000000000000001,4.0,0.9,4.1,127.8,24.0,-750.0,12739.0,0.0,11989.0,-810.0,-10227.0,0.0,-11037.0,48.0,52.0,49.0,39.0,38.0,34.0,40.0,33.0,28.0,-2.3,24.0,1.5,6.2,99.0,39.0,38.0,38.0,38.0,71.7,0.6000000000000001,50.0,398.6,397.2,397.8,151.7,155.4,149.6,289.5,-50.0,38.0,2.4,4.2,88.8,-66.7,430.0,-681.9,198.7,98.7,408.7,0.0,84.9,-364.8,0.0,-1000.0,353.5,364.8,1000.0,0.0,353.5,42.0,123.6,23.5,15.200000000000003,,,
1226,T06,2017-11-21 16:00:00+00:00,1393.3,91.4,1065.4,380.9,44.0,48.0,49.0,49.0,36.0,45.0,48.0,32.0,12.3,0.0,9.4,6.9,0.9,3.7,0.8,-2.9,170.3,24.0,-951.0,5214.0,0.0,4263.0,-1257.0,-1504.0,0.0,-2762.0,48.0,51.0,48.0,38.0,37.0,35.0,38.0,32.0,29.0,-2.3,62.0,6.7,14.9,74.0,39.0,37.0,37.0,38.0,25.3,0.6000000000000001,50.0,399.3,397.9,398.6,83.2,87.1,84.0,172.5,-30.6,36.0,3.5,3.6,49.4,-17.2,410.2,-409.0,145.8,48.7,178.0,0.0,44.4,-158.7,0.0,-872.1,216.8,158.7,872.1,0.0,216.8,40.0,173.3,13.199999999999818,13.700000000000001,,,
1227,T06,2017-11-21 16:10:00+00:00,1274.1,198.0,510.6,417.3,44.0,48.0,48.0,48.0,36.0,44.0,47.0,32.0,11.3,1.8,4.6,4.5,1.0,2.9,0.6000000000000001,2.9,164.9,24.0,-1693.0,-282.0,0.0,-1975.0,-2127.0,1.0,0.0,-2126.0,48.0,51.0,48.0,36.0,37.0,35.0,38.0,32.0,29.0,-0.2,44.8,18.3,10.5,72.0,37.0,34.0,35.0,36.0,-11.8,0.6000000000000001,50.0,400.4,399.1,399.5,13.5,16.4,16.5,-6.8,-50.0,36.0,3.7,2.9,7.2,-12.8,0.4,-24.5,5.0,13.3,57.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,161.9,554.8000000000001,37.1,,,
1228,T06,2017-11-21 16:40:00+00:00,1251.2,244.7,308.9,153.9,42.0,45.0,46.0,46.0,37.0,44.0,46.0,32.0,11.1,2.2,2.8,5.1,0.8,3.3,0.4,-2.8,163.9,24.0,-1696.0,0.0,0.0,-1696.0,-2138.0,0.0,0.0,-2138.0,48.0,51.0,48.0,38.0,37.0,35.0,37.0,31.0,28.0,1.5,44.8,23.9,3.9,66.0,38.0,36.0,36.0,38.0,-10.2,0.6000000000000001,50.0,399.9,398.8,399.3,11.4,15.3,14.5,-9.1,-28.3,35.0,1.4,3.3,3.8,-12.8,-11.4,-25.5,3.2,32.4,62.4,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,166.7,661.6,10.799999999999999,,,
1229,T06,2017-11-22 16:40:00+00:00,1267.1,242.1,1069.4,373.9,48.0,58.0,59.0,59.0,35.0,45.0,49.0,32.0,11.2,2.2,9.5,7.5,1.0,3.4,0.7000000000000001,-1.3,188.2,22.0,-929.0,2796.0,0.0,1866.0,-1156.0,1526.0,0.0,370.0,47.0,50.0,47.0,38.0,37.0,35.0,38.0,31.0,29.0,-0.8,45.1,6.0,10.0,91.0,39.0,37.0,37.0,38.0,10.8,0.6000000000000001,50.0,397.2,395.9,395.4,58.4,61.9,61.2,110.3,-28.7,37.0,3.3,3.4,31.9,1.6,338.0,-251.8,103.4,28.7,123.3,0.0,25.5,-86.7,0.0,-636.9,131.6,86.7,636.9,0.0,131.6,42.0,189.5,180.29999999999995,85.0,,,
1230,T06,2017-11-22 16:50:00+00:00,304.9,188.4,247.6,33.0,47.0,56.0,57.0,56.0,35.0,44.0,47.0,32.0,2.7,1.7000000000000002,2.2,4.9,0.6000000000000001,2.9,0.6000000000000001,-5.1,173.8,22.0,-1648.0,0.0,0.0,-1648.0,-2057.0,0.0,0.0,-2057.0,47.0,50.0,47.0,36.0,37.0,35.0,38.0,30.0,28.0,24.0,24.0,24.0,0.0,86.0,36.0,34.0,34.0,36.0,-9.9,0.6000000000000001,50.0,396.9,395.8,395.2,11.2,15.2,14.2,-8.9,-26.7,36.0,0.3,2.9,2.9,-12.3,-11.1,-25.2,3.0,14.2,72.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,178.9,821.8000000000001,20.700000000000003,,,
1231,T06,2017-11-23 01:00:00+00:00,1257.6,1241.0,1248.9,2.9,39.0,50.0,51.0,51.0,31.0,42.0,47.0,28.0,11.1,11.0,11.1,7.1,1.7000000000000002,3.9,0.7000000000000001,4.3,108.9,18.0,0.0,6511.0,0.0,6511.0,0.0,-538.0,0.0,-538.0,42.0,46.0,42.0,39.0,36.0,26.0,35.0,26.0,18.0,-0.6000000000000001,0.7000000000000001,-0.1,0.3,86.0,40.0,39.0,38.0,38.0,39.1,0.3,50.0,400.5,398.4,396.5,123.1,131.5,134.9,64.0,16.2,32.0,0.0,3.8,9.3,-4.1,236.0,-241.9,152.9,39.3,65.7,15.0,9.3,-192.4,-73.4,-321.6,45.7,192.4,321.6,73.4,45.7,37.0,104.7,0.40000000000009095,16.5,,,
1232,T06,2017-11-23 01:10:00+00:00,1260.9,251.0,1000.8,417.7,39.0,51.0,52.0,52.0,31.0,42.0,47.0,28.0,11.2,2.3,8.9,6.3,0.7000000000000001,3.4,0.7000000000000001,0.8,105.5,18.0,-820.0,1689.0,0.0,869.0,-1026.0,-1764.0,0.0,-2790.0,42.0,46.0,42.0,39.0,36.0,26.0,36.0,26.0,18.0,0.0,46.0,7.4,11.1,87.0,40.0,38.0,38.0,38.0,5.0,0.5,49.9,398.5,396.9,394.6,37.8,45.1,42.7,40.8,-28.0,32.0,3.7,3.5,17.6,-16.7,147.8,-175.0,58.1,28.3,90.8,0.0,20.8,-49.4,0.0,-197.5,62.3,49.4,197.5,0.0,62.3,37.0,104.7,248.10000000000014,34.1,,,
1233,T06,2017-11-23 01:20:00+00:00,302.8,276.5,292.4,4.9,40.0,49.0,50.0,50.0,31.0,42.0,45.0,28.0,2.7,2.5,2.6,5.7,0.7000000000000001,3.3,0.6000000000000001,0.3,111.7,18.0,-1538.0,0.0,0.0,-1538.0,-1978.0,0.0,0.0,-1978.0,42.0,46.0,42.0,37.0,36.0,26.0,35.0,25.0,19.0,24.0,24.0,24.0,0.0,83.0,37.0,35.0,36.0,37.0,-9.2,0.6000000000000001,50.0,396.3,395.2,392.1,10.8,13.9,13.3,-8.4,-27.2,33.0,0.0,3.3,2.8,-11.9,-11.0,-24.0,2.4,31.9,83.7,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,111.4,708.4,14.2,,,
1234,T06,2017-11-23 02:50:00+00:00,1255.3,1238.7,1248.8,2.4,33.0,37.0,38.0,38.0,30.0,42.0,46.0,26.0,11.1,11.0,11.1,7.8,1.0,3.8,0.7000000000000001,5.0,126.3,17.0,0.0,3624.0,0.0,3624.0,0.0,-6119.0,0.0,-6119.0,41.0,45.0,41.0,37.0,35.0,25.0,35.0,24.0,18.0,-0.6000000000000001,0.6000000000000001,0.0,0.3,63.0,38.0,36.0,37.0,36.0,21.7,0.3,50.0,397.2,395.0,393.7,74.7,87.8,76.1,36.6,1.2,30.0,0.0,3.6,7.4,-36.8,146.0,-171.8,87.9,21.9,37.6,0.0,7.5,-107.2,-0.1,-184.0,36.7,107.2,184.0,0.1,36.7,31.0,121.2,531.5,22.2,,,
1235,T06,2017-11-23 03:00:00+00:00,1259.6,245.1,1192.8,218.8,33.0,39.0,40.0,41.0,30.0,42.0,46.0,27.0,11.2,2.3,10.6,8.4,0.5,3.5,0.9,1.1,135.3,18.0,-541.0,1594.0,0.0,1053.0,-682.0,-1029.0,0.0,-1711.0,41.0,45.0,41.0,39.0,35.0,25.0,35.0,24.0,18.0,-0.5,47.3,2.5,7.8,68.0,40.0,38.0,38.0,39.0,6.2,0.5,50.0,400.5,398.6,397.0,38.9,44.3,43.0,31.5,-28.6,30.0,1.9,3.3,13.7,-10.4,96.2,-122.9,50.8,11.2,36.0,0.0,9.3,-47.3,0.0,-159.4,44.9,47.3,159.4,0.0,44.9,32.0,134.2,56.0,15.5,,,
1236,T06,2017-11-23 03:10:00+00:00,286.6,251.9,265.1,8.4,33.0,39.0,40.0,40.0,30.0,42.0,45.0,27.0,2.5,2.2,2.3,7.4,0.5,2.7,0.6000000000000001,-0.1,140.7,18.0,-1519.0,0.0,0.0,-1519.0,-2032.0,0.0,0.0,-2032.0,41.0,45.0,41.0,35.0,35.0,25.0,35.0,24.0,18.0,24.0,24.0,24.0,0.0,67.0,35.0,33.0,33.0,34.0,-9.1,0.6000000000000001,50.0,399.5,398.2,396.2,10.8,13.9,13.8,-8.5,-26.9,30.0,0.1,2.7,2.5,-12.2,-11.2,-25.8,2.5,0.8,27.5,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,140.8,927.6999999999999,15.3,,,
1237,T06,2017-11-23 09:10:00+00:00,1255.8,1238.6,1248.7,2.3,40.0,53.0,54.0,54.0,30.0,42.0,48.0,27.0,11.1,11.0,11.1,11.7,1.6,4.0,0.5,-5.1,101.0,16.0,0.0,4761.0,0.0,4761.0,0.0,-380.0,0.0,-380.0,41.0,44.0,40.0,38.0,35.0,25.0,35.0,25.0,20.0,-0.8,0.6000000000000001,-0.1,0.3,83.0,40.0,38.0,38.0,38.0,28.5,0.3,50.0,400.8,398.8,397.7,94.0,101.5,101.6,50.8,9.7,29.0,0.0,3.7,7.5,-3.0,216.4,-215.8,116.4,28.5,52.5,7.0,7.6,-139.9,-34.2,-257.3,37.0,139.9,257.3,34.2,37.0,37.0,106.2,0.20000000000004547,40.3,,,
1238,T06,2017-11-23 09:20:00+00:00,1307.5,255.1,1200.2,205.0,40.0,53.0,55.0,55.0,30.0,42.0,47.0,27.0,11.5,2.4,10.7,21.5,0.7000000000000001,3.5,0.9,4.1,109.3,16.0,-480.0,1842.0,0.0,1362.0,-613.0,605.0,0.0,-8.0,41.0,44.0,40.0,38.0,35.0,26.0,35.0,26.0,21.0,-2.4,46.7,2.5,7.5,86.0,39.0,38.0,37.0,38.0,8.1,0.5,50.0,401.2,399.2,397.9,42.9,47.2,48.1,44.5,-44.5,30.0,1.7000000000000002,3.3,16.0,-0.6000000000000001,137.6,-125.9,57.8,14.1,61.6,0.0,12.9,-57.2,0.0,-229.1,55.2,57.2,229.1,0.0,55.2,37.0,105.2,48.5,20.4,,,
1239,T06,2017-11-23 09:30:00+00:00,306.8,262.5,288.1,10.2,40.0,51.0,53.0,53.0,30.0,42.0,46.0,27.0,2.7,2.3,2.6,4.9,1.6,2.8,0.4,1.3,110.0,16.0,-1286.0,0.0,0.0,-1286.0,-1932.0,0.0,0.0,-1932.0,41.0,44.0,40.0,36.0,35.0,26.0,35.0,24.0,21.0,24.0,24.0,24.0,0.0,83.0,36.0,34.0,34.0,36.0,-7.7,0.6000000000000001,50.0,399.8,398.3,396.5,9.4,12.7,12.3,-6.8,-26.3,30.0,0.1,2.8,2.7,-11.6,-9.8,-22.9,3.2,4.0,58.3,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,108.7,912.1,15.8,,,
1240,T06,2017-11-23 14:20:00+00:00,1455.3,90.5,1026.1,393.2,45.0,54.0,55.0,55.0,34.0,43.0,48.0,31.0,12.8,0.0,9.0,7.2,0.9,3.6,1.0,-1.1,155.0,23.0,-950.0,5287.0,0.0,4338.0,-1126.0,-4762.0,0.0,-5888.0,44.0,48.0,44.0,37.0,36.0,36.0,37.0,31.0,30.0,-2.3,62.1,6.8,15.3,86.0,38.0,36.0,36.0,37.0,26.9,0.7000000000000001,50.0,396.1,394.6,393.7,52.1,59.8,52.7,335.9,-43.6,35.0,3.7,3.5,69.4,-35.5,10.0,-135.2,42.0,53.0,345.8,0.0,71.4,-165.1,0.0,-1000.0,283.5,165.1,1000.0,0.0,283.5,41.0,156.1,222.5,33.9,,,
1241,T06,2017-11-23 15:40:00+00:00,1262.5,1053.0,1235.0,40.8,41.0,48.0,49.0,49.0,34.0,43.0,47.0,32.0,11.2,9.4,10.9,6.2,0.6000000000000001,3.3,0.7000000000000001,3.4,155.5,23.0,-667.0,2490.0,0.0,1822.0,-782.0,-2671.0,0.0,-3453.0,45.0,48.0,45.0,39.0,36.0,35.0,37.0,32.0,29.0,-0.8,4.6,1.0,1.3,73.0,40.0,38.0,38.0,39.0,10.9,0.6000000000000001,50.0,400.7,399.4,398.4,48.6,53.7,51.6,95.9,-34.8,35.0,0.4,3.3,32.7,-20.6,297.4,-358.9,87.5,23.2,117.9,0.0,26.5,-87.2,0.0,-587.9,136.8,87.2,587.9,0.0,136.8,39.0,152.1,12.799999999999955,29.9,,,
1242,T06,2017-11-23 15:50:00+00:00,1050.5,195.8,299.1,193.7,42.0,47.0,48.0,48.0,34.0,43.0,46.0,31.0,9.3,1.7000000000000002,2.7,5.6,0.7000000000000001,2.8,0.6000000000000001,-2.2,157.4,24.0,-1783.0,0.0,0.0,-1783.0,-2326.0,0.0,0.0,-2326.0,45.0,48.0,45.0,39.0,36.0,35.0,37.0,31.0,28.0,0.3,42.0,22.6,6.3,71.0,39.0,37.0,37.0,39.0,-10.7,0.6000000000000001,50.0,400.0,399.4,397.9,12.5,16.3,15.4,-9.0,-28.4,35.0,1.7000000000000002,2.8,3.9,-13.9,-11.3,-33.1,4.3,11.2,78.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,159.7,935.9,21.6,,,
1243,T06,2017-11-23 23:40:00+00:00,1257.4,1238.6,1248.6,2.8,45.0,59.0,60.0,60.0,33.0,43.0,48.0,30.0,11.1,11.0,11.1,5.0,1.8,3.4,0.4,3.7,84.2,19.0,0.0,6834.0,0.0,6834.0,0.0,-7354.0,0.0,-7354.0,46.0,49.0,46.0,40.0,35.0,28.0,37.0,30.0,21.0,-0.1,0.9,0.5,0.2,94.0,41.0,39.0,39.0,39.0,40.9,0.3,50.0,396.1,393.9,392.3,131.5,146.3,136.4,77.6,4.8,35.0,0.0,3.8,14.7,-44.5,351.0,-360.3,160.1,40.8,77.6,3.5,14.8,-200.0,-17.2,-380.3,72.6,200.0,380.3,17.2,72.6,42.0,80.5,0.10000000000013642,27.1,,,
1244,T06,2017-11-23 23:50:00+00:00,1260.7,160.1,1155.1,288.4,45.0,58.0,60.0,60.0,33.0,43.0,48.0,30.0,11.2,0.0,10.2,4.4,0.6000000000000001,3.0,0.4,1.5,87.8,19.0,-599.0,1118.0,0.0,518.0,-714.0,3133.0,0.0,2420.0,46.0,49.0,46.0,38.0,35.0,28.0,37.0,29.0,21.0,0.5,57.6,4.1,9.7,94.0,39.0,37.0,37.0,38.0,3.0,0.4,50.0,397.9,396.0,393.9,34.0,29.2,43.1,26.5,-28.8,35.0,2.6,3.3,11.8,14.2,88.5,-82.0,37.2,8.1,34.1,0.0,7.1,-34.1,0.0,-136.0,32.1,34.1,136.0,0.0,32.1,42.0,86.3,93.5,37.9,,,
1245,T06,2017-11-24 00:00:00+00:00,286.7,239.0,263.8,14.8,45.0,56.0,58.0,57.0,33.0,43.0,46.0,30.0,2.5,2.1,2.3,4.7,1.7000000000000002,3.1,0.4,-6.4,76.2,19.0,-1656.0,0.0,0.0,-1656.0,-2099.0,0.0,0.0,-2099.0,46.0,49.0,46.0,37.0,35.0,28.0,36.0,28.0,21.0,24.0,24.0,24.0,0.0,89.0,37.0,35.0,35.0,37.0,-9.9,0.6000000000000001,50.0,399.3,398.2,395.1,11.2,15.1,14.1,-9.1,-27.1,35.0,0.1,3.1,2.6,-12.5,-11.2,-24.8,2.9,18.4,45.6,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,82.6,891.3,12.9,,,
1246,T06,2017-11-24 04:40:00+00:00,1263.2,1238.3,1249.8,3.9,45.0,58.0,60.0,60.0,32.0,43.0,48.0,29.0,11.2,11.0,11.1,7.1,2.6,4.2,0.5,-2.6,81.3,19.0,0.0,16869.0,0.0,16869.0,0.0,-12289.0,0.0,-12289.0,45.0,48.0,45.0,39.0,35.0,27.0,36.0,29.0,20.0,-1.1,1.5,-0.4,0.3,96.0,40.0,39.0,38.0,39.0,101.3,0.6000000000000001,50.0,399.5,397.0,396.7,160.6,180.1,169.8,155.2,61.7,35.0,0.0,4.4,23.5,-74.2,145.3,-307.1,168.4,101.6,156.9,60.9,23.4,-497.6,-298.5,-768.7,114.7,497.6,768.7,298.5,114.7,40.0,84.0,1.2999999999999545,24.700000000000003,,,
1247,T06,2017-11-24 04:50:00+00:00,1257.0,0.0,215.5,461.6,45.0,58.0,59.0,59.0,32.0,43.0,47.0,29.0,11.1,0.0,1.9,6.3,1.6,4.4,0.5,4.0,87.1,19.0,-1565.0,2724.0,0.0,1159.0,-1379.0,-2131.0,0.0,-3510.0,45.0,48.0,45.0,37.0,35.0,26.0,36.0,30.0,20.0,-1.0,89.6,74.5,33.3,94.0,37.0,35.0,35.0,37.0,6.6,0.7000000000000001,50.0,399.6,397.5,396.9,37.3,42.8,40.2,122.1,-39.3,35.0,4.1,4.4,42.8,-21.4,141.2,-287.2,76.0,125.6,208.3,15.9,34.8,-78.6,0.0,-608.2,183.5,78.6,608.2,0.0,183.5,40.0,83.1,1034.3,94.7,,,
1248,T06,2017-11-24 05:00:00+00:00,508.5,0.0,27.1,87.9,45.0,57.0,58.0,57.0,32.0,43.0,46.0,29.0,4.3,0.0,0.2,7.7,1.7000000000000002,4.3,0.5,0.1,90.9,19.0,-1837.0,0.0,0.0,-1837.0,-1820.0,0.0,0.0,-1820.0,45.0,48.0,45.0,36.0,35.0,25.0,36.0,29.0,20.0,10.4,89.6,85.1,15.9,87.0,36.0,34.0,34.0,36.0,-11.1,0.7000000000000001,50.0,398.8,396.5,395.7,11.2,14.9,13.6,-6.6,-44.2,34.0,0.8,4.3,8.5,-10.9,-6.4,-27.3,5.8,110.1,205.7,53.3,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,90.8,188.4,17.7,,,
1249,T06,2017-11-25 01:30:00+00:00,1255.4,1239.5,1248.6,2.2,44.0,55.0,57.0,57.0,34.0,43.0,47.0,30.0,11.1,11.0,11.1,6.0,1.7000000000000002,3.2,0.4,-3.7,83.0,20.0,0.0,1990.0,0.0,1990.0,0.0,-3392.0,0.0,-3392.0,46.0,49.0,45.0,39.0,37.0,28.0,37.0,29.0,21.0,-0.1,0.9,0.6000000000000001,0.2,89.0,41.0,39.0,39.0,39.0,11.9,0.4,50.0,400.9,398.4,397.1,46.4,55.8,47.0,30.6,-6.6,36.0,0.0,3.5,8.0,-19.9,97.0,-122.9,53.4,12.0,31.7,0.0,7.6,-58.9,0.0,-155.4,37.3,58.9,155.4,0.0,37.3,41.0,86.7,268.19999999999993,11.3,,,
1250,T06,2017-11-25 01:40:00+00:00,1266.3,253.6,590.6,432.8,44.0,55.0,56.0,56.0,34.0,42.0,46.0,30.0,11.2,2.4,5.3,4.6,1.1,3.3,0.5,4.6,86.9,20.0,-1557.0,-12.0,0.0,-1569.0,-1866.0,37.0,0.0,-1828.0,46.0,49.0,45.0,36.0,37.0,28.0,37.0,29.0,21.0,0.5,45.8,18.0,10.4,87.0,36.0,34.0,34.0,36.0,-9.5,0.6000000000000001,50.0,400.0,398.5,396.1,13.3,15.9,15.4,2.7,-28.6,36.0,3.8,3.3,4.8,-11.0,10.2,-23.2,5.6,26.9,67.9,0.0,18.4,-0.3,0.0,-24.0,1.7000000000000002,0.3,24.0,0.0,1.7000000000000002,41.0,82.3,657.9999999999999,21.4,,,
1251,T06,2017-11-25 03:20:00+00:00,1254.2,1239.7,1248.8,1.9,34.0,38.0,39.0,39.0,33.0,42.0,45.0,27.0,11.1,11.0,11.1,5.0,1.8,3.7,0.3,-2.7,89.3,20.0,0.0,3624.0,0.0,3624.0,0.0,15398.0,0.0,15398.0,45.0,48.0,44.0,37.0,35.0,27.0,35.0,26.0,20.0,-0.1,0.6000000000000001,0.2,0.2,55.0,38.0,37.0,37.0,36.0,21.8,0.2,50.0,400.9,398.1,397.0,79.7,69.8,107.1,32.0,7.8,31.0,0.0,3.6,5.1,92.6,142.1,-56.9,34.8,21.9,33.4,4.8,5.2,-107.1,-23.5,-163.8,25.5,107.1,163.8,23.5,25.5,34.0,92.1,743.1999999999999,27.6,,,
1252,T06,2017-11-25 03:30:00+00:00,1259.0,248.5,1001.9,422.3,34.0,41.0,41.0,42.0,33.0,42.0,46.0,28.0,11.1,2.3,8.9,4.9,0.5,3.3,0.5,-2.5,88.9,19.0,-826.0,1063.0,0.0,237.0,-1043.0,4776.0,0.0,3733.0,45.0,48.0,44.0,38.0,35.0,27.0,35.0,27.0,20.0,-0.1,44.7,7.1,11.1,61.0,39.0,37.0,37.0,38.0,1.3,0.5,50.0,398.8,396.7,394.5,34.9,30.2,46.0,30.1,-28.7,32.0,3.7,3.3,13.5,22.1,125.8,-23.6,41.9,13.8,47.3,0.0,11.0,-32.3,0.0,-155.0,41.5,32.3,155.0,0.0,41.5,35.0,91.4,246.89999999999998,20.5,,,
